context,file,selector,fg,bg,px,weight,large,required,ratio,result,how,size_known
light,planning.css,.pw-pn-view-date,#002f65,#ffffff,16.0,800,False,4.5,13.17,PASS,assumed --surface,yes
light,planning.css,.pw-pn-view-date,#002f65,#f4f8fc,16.0,800,False,4.5,12.34,PASS,assumed --background,yes
dark,planning.css,.pw-pn-view-date,#51b0e3,#0f1c30,16.0,800,False,4.5,7.05,PASS,assumed --surface,yes
dark,planning.css,.pw-pn-view-date,#51b0e3,#081426,16.0,800,False,4.5,7.62,PASS,assumed --background,yes
hc,planning.css,.pw-pn-view-date,#000044,#ffffff,16.0,800,False,4.5,19.38,PASS,assumed --surface,yes
hc,planning.css,.pw-pn-view-date,#000044,#ffffff,16.0,800,False,4.5,19.38,PASS,assumed --background,yes
contrast-more,planning.css,.pw-pn-view-date,#002f65,#ffffff,16.0,800,False,4.5,13.17,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-pn-view-date,#002f65,#ffffff,16.0,800,False,4.5,13.17,PASS,assumed --background,yes
light,planning.css,.pw-pn-add-notice-btn:hover,#002f65,#f4f8fc,13.0,400,False,4.5,12.34,PASS,same-rule,no
dark,planning.css,.pw-pn-add-notice-btn:hover,#51b0e3,#081426,13.0,400,False,4.5,7.62,PASS,same-rule,no
hc,planning.css,.pw-pn-add-notice-btn:hover,#000044,#ffffff,13.0,400,False,4.5,19.38,PASS,same-rule,no
contrast-more,planning.css,.pw-pn-add-notice-btn:hover,#002f65,#ffffff,13.0,400,False,4.5,13.17,PASS,same-rule,no
light,planning.css,.pw-legend-sub,#657380,#ffffff,10.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-legend-sub,#657380,#f4f8fc,10.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-legend-sub,#9fb2c6,#0f1c30,10.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-legend-sub,#9fb2c6,#081426,10.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-legend-sub,#303030,#ffffff,10.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-legend-sub,#303030,#ffffff,10.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-legend-sub,#3a3a3a,#ffffff,10.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-legend-sub,#3a3a3a,#ffffff,10.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-help-header,#ffffff,#002f65,13.0,400,False,4.5,13.17,PASS,same-rule,no
dark,planning.css,.pw-help-header,#ffffff,#51b0e3,13.0,400,False,4.5,2.42,FAIL,same-rule,no
hc,planning.css,.pw-help-header,#ffffff,#000044,13.0,400,False,4.5,19.38,PASS,same-rule,no
contrast-more,planning.css,.pw-help-header,#ffffff,#002f65,13.0,400,False,4.5,13.17,PASS,same-rule,no
light,planning.css,.pw-help-tab:hover,#1e2d3d,#ffffff,13.0,400,False,4.5,14.02,PASS,assumed --surface,no
light,planning.css,.pw-help-tab:hover,#1e2d3d,#f4f8fc,13.0,400,False,4.5,13.14,PASS,assumed --background,no
dark,planning.css,.pw-help-tab:hover,#e7eef6,#0f1c30,13.0,400,False,4.5,14.61,PASS,assumed --surface,no
dark,planning.css,.pw-help-tab:hover,#e7eef6,#081426,13.0,400,False,4.5,15.78,PASS,assumed --background,no
hc,planning.css,.pw-help-tab:hover,#000000,#ffffff,13.0,400,False,4.5,21.0,PASS,assumed --surface,no
hc,planning.css,.pw-help-tab:hover,#000000,#ffffff,13.0,400,False,4.5,21.0,PASS,assumed --background,no
contrast-more,planning.css,.pw-help-tab:hover,#000000,#ffffff,13.0,400,False,4.5,21.0,PASS,assumed --surface,no
contrast-more,planning.css,.pw-help-tab:hover,#000000,#ffffff,13.0,400,False,4.5,21.0,PASS,assumed --background,no
light,planning.css,.pw-help-tab.active,#002f65,#ffffff,13.0,400,False,4.5,13.17,PASS,assumed --surface,no
light,planning.css,.pw-help-tab.active,#002f65,#f4f8fc,13.0,400,False,4.5,12.34,PASS,assumed --background,no
dark,planning.css,.pw-help-tab.active,#51b0e3,#0f1c30,13.0,400,False,4.5,7.05,PASS,assumed --surface,no
dark,planning.css,.pw-help-tab.active,#51b0e3,#081426,13.0,400,False,4.5,7.62,PASS,assumed --background,no
hc,planning.css,.pw-help-tab.active,#000044,#ffffff,13.0,400,False,4.5,19.38,PASS,assumed --surface,no
hc,planning.css,.pw-help-tab.active,#000044,#ffffff,13.0,400,False,4.5,19.38,PASS,assumed --background,no
contrast-more,planning.css,.pw-help-tab.active,#002f65,#ffffff,13.0,400,False,4.5,13.17,PASS,assumed --surface,no
contrast-more,planning.css,.pw-help-tab.active,#002f65,#ffffff,13.0,400,False,4.5,13.17,PASS,assumed --background,no
light,planning.css,.pw-help-section h3,#002f65,#ffffff,13.0,800,False,4.5,13.17,PASS,assumed --surface,yes
light,planning.css,.pw-help-section h3,#002f65,#f4f8fc,13.0,800,False,4.5,12.34,PASS,assumed --background,yes
dark,planning.css,.pw-help-section h3,#51b0e3,#0f1c30,13.0,800,False,4.5,7.05,PASS,assumed --surface,yes
dark,planning.css,.pw-help-section h3,#51b0e3,#081426,13.0,800,False,4.5,7.62,PASS,assumed --background,yes
hc,planning.css,.pw-help-section h3,#000044,#ffffff,13.0,800,False,4.5,19.38,PASS,assumed --surface,yes
hc,planning.css,.pw-help-section h3,#000044,#ffffff,13.0,800,False,4.5,19.38,PASS,assumed --background,yes
contrast-more,planning.css,.pw-help-section h3,#002f65,#ffffff,13.0,800,False,4.5,13.17,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-help-section h3,#002f65,#ffffff,13.0,800,False,4.5,13.17,PASS,assumed --background,yes
light,planning.css,.pw-help-section p,#1e2d3d,#ffffff,12.0,400,False,4.5,14.02,PASS,assumed --surface,yes
light,planning.css,.pw-help-section p,#1e2d3d,#f4f8fc,12.0,400,False,4.5,13.14,PASS,assumed --background,yes
dark,planning.css,.pw-help-section p,#e7eef6,#0f1c30,12.0,400,False,4.5,14.61,PASS,assumed --surface,yes
dark,planning.css,.pw-help-section p,#e7eef6,#081426,12.0,400,False,4.5,15.78,PASS,assumed --background,yes
hc,planning.css,.pw-help-section p,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --surface,yes
hc,planning.css,.pw-help-section p,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --background,yes
contrast-more,planning.css,.pw-help-section p,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-help-section p,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --background,yes
light,planning.css,".pw-help-section ul, .pw-help-section ol",#1e2d3d,#ffffff,12.0,400,False,4.5,14.02,PASS,assumed --surface,yes
light,planning.css,".pw-help-section ul, .pw-help-section ol",#1e2d3d,#f4f8fc,12.0,400,False,4.5,13.14,PASS,assumed --background,yes
dark,planning.css,".pw-help-section ul, .pw-help-section ol",#e7eef6,#0f1c30,12.0,400,False,4.5,14.61,PASS,assumed --surface,yes
dark,planning.css,".pw-help-section ul, .pw-help-section ol",#e7eef6,#081426,12.0,400,False,4.5,15.78,PASS,assumed --background,yes
hc,planning.css,".pw-help-section ul, .pw-help-section ol",#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --surface,yes
hc,planning.css,".pw-help-section ul, .pw-help-section ol",#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --background,yes
contrast-more,planning.css,".pw-help-section ul, .pw-help-section ol",#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --surface,yes
contrast-more,planning.css,".pw-help-section ul, .pw-help-section ol",#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --background,yes
light,planning.css,.pw-help-intro,#657380,#ffffff,12.0,400,False,4.5,4.86,PASS,assumed --surface,yes
light,planning.css,.pw-help-intro,#657380,#f4f8fc,12.0,400,False,4.5,4.56,PASS,assumed --background,yes
dark,planning.css,.pw-help-intro,#9fb2c6,#0f1c30,12.0,400,False,4.5,7.86,PASS,assumed --surface,yes
dark,planning.css,.pw-help-intro,#9fb2c6,#081426,12.0,400,False,4.5,8.48,PASS,assumed --background,yes
hc,planning.css,.pw-help-intro,#303030,#ffffff,12.0,400,False,4.5,13.2,PASS,assumed --surface,yes
hc,planning.css,.pw-help-intro,#303030,#ffffff,12.0,400,False,4.5,13.2,PASS,assumed --background,yes
contrast-more,planning.css,.pw-help-intro,#3a3a3a,#ffffff,12.0,400,False,4.5,11.37,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-help-intro,#3a3a3a,#ffffff,12.0,400,False,4.5,11.37,PASS,assumed --background,yes
light,planning.css,.pw-help-compare-head,#002f65,#ffffff,11.0,800,False,4.5,13.17,PASS,assumed --surface,yes
light,planning.css,.pw-help-compare-head,#002f65,#f4f8fc,11.0,800,False,4.5,12.34,PASS,assumed --background,yes
dark,planning.css,.pw-help-compare-head,#51b0e3,#0f1c30,11.0,800,False,4.5,7.05,PASS,assumed --surface,yes
dark,planning.css,.pw-help-compare-head,#51b0e3,#081426,11.0,800,False,4.5,7.62,PASS,assumed --background,yes
hc,planning.css,.pw-help-compare-head,#000044,#ffffff,11.0,800,False,4.5,19.38,PASS,assumed --surface,yes
hc,planning.css,.pw-help-compare-head,#000044,#ffffff,11.0,800,False,4.5,19.38,PASS,assumed --background,yes
contrast-more,planning.css,.pw-help-compare-head,#002f65,#ffffff,11.0,800,False,4.5,13.17,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-help-compare-head,#002f65,#ffffff,11.0,800,False,4.5,13.17,PASS,assumed --background,yes
light,planning.css,.pw-help-checklist,#1e2d3d,#ffffff,12.0,400,False,4.5,14.02,PASS,assumed --surface,yes
light,planning.css,.pw-help-checklist,#1e2d3d,#f4f8fc,12.0,400,False,4.5,13.14,PASS,assumed --background,yes
dark,planning.css,.pw-help-checklist,#e7eef6,#0f1c30,12.0,400,False,4.5,14.61,PASS,assumed --surface,yes
dark,planning.css,.pw-help-checklist,#e7eef6,#081426,12.0,400,False,4.5,15.78,PASS,assumed --background,yes
hc,planning.css,.pw-help-checklist,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --surface,yes
hc,planning.css,.pw-help-checklist,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --background,yes
contrast-more,planning.css,.pw-help-checklist,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-help-checklist,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --background,yes
light,planning.css,.pw-help-checklist li::marker,#1a7f4b,#ffffff,13.0,700,False,4.5,5.02,PASS,assumed --surface,no
light,planning.css,.pw-help-checklist li::marker,#1a7f4b,#f4f8fc,13.0,700,False,4.5,4.71,PASS,assumed --background,no
hc,planning.css,.pw-help-checklist li::marker,#004d24,#ffffff,13.0,700,False,4.5,10.06,PASS,assumed --surface,no
hc,planning.css,.pw-help-checklist li::marker,#004d24,#ffffff,13.0,700,False,4.5,10.06,PASS,assumed --background,no
contrast-more,planning.css,.pw-help-checklist li::marker,#004d24,#ffffff,13.0,700,False,4.5,10.06,PASS,assumed --surface,no
contrast-more,planning.css,.pw-help-checklist li::marker,#004d24,#ffffff,13.0,700,False,4.5,10.06,PASS,assumed --background,no
light,planning.css,".pw-help-accordion-body p, .pw-help-accordion-body ol, .pw-h",#1e2d3d,#ffffff,12.0,400,False,4.5,14.02,PASS,assumed --surface,yes
light,planning.css,".pw-help-accordion-body p, .pw-help-accordion-body ol, .pw-h",#1e2d3d,#f4f8fc,12.0,400,False,4.5,13.14,PASS,assumed --background,yes
dark,planning.css,".pw-help-accordion-body p, .pw-help-accordion-body ol, .pw-h",#e7eef6,#0f1c30,12.0,400,False,4.5,14.61,PASS,assumed --surface,yes
dark,planning.css,".pw-help-accordion-body p, .pw-help-accordion-body ol, .pw-h",#e7eef6,#081426,12.0,400,False,4.5,15.78,PASS,assumed --background,yes
hc,planning.css,".pw-help-accordion-body p, .pw-help-accordion-body ol, .pw-h",#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --surface,yes
hc,planning.css,".pw-help-accordion-body p, .pw-help-accordion-body ol, .pw-h",#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --background,yes
contrast-more,planning.css,".pw-help-accordion-body p, .pw-help-accordion-body ol, .pw-h",#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --surface,yes
contrast-more,planning.css,".pw-help-accordion-body p, .pw-help-accordion-body ol, .pw-h",#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --background,yes
light,planning.css,.pw-help-faq-a,#1e2d3d,#ffffff,12.0,400,False,4.5,14.02,PASS,assumed --surface,yes
light,planning.css,.pw-help-faq-a,#1e2d3d,#f4f8fc,12.0,400,False,4.5,13.14,PASS,assumed --background,yes
dark,planning.css,.pw-help-faq-a,#e7eef6,#0f1c30,12.0,400,False,4.5,14.61,PASS,assumed --surface,yes
dark,planning.css,.pw-help-faq-a,#e7eef6,#081426,12.0,400,False,4.5,15.78,PASS,assumed --background,yes
hc,planning.css,.pw-help-faq-a,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --surface,yes
hc,planning.css,.pw-help-faq-a,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --background,yes
contrast-more,planning.css,.pw-help-faq-a,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-help-faq-a,#000000,#ffffff,12.0,400,False,4.5,21.0,PASS,assumed --background,yes
light,planning.css,.pw-help-report-label,#002f65,#ffffff,11.0,800,False,4.5,13.17,PASS,assumed --surface,yes
light,planning.css,.pw-help-report-label,#002f65,#f4f8fc,11.0,800,False,4.5,12.34,PASS,assumed --background,yes
dark,planning.css,.pw-help-report-label,#51b0e3,#0f1c30,11.0,800,False,4.5,7.05,PASS,assumed --surface,yes
dark,planning.css,.pw-help-report-label,#51b0e3,#081426,11.0,800,False,4.5,7.62,PASS,assumed --background,yes
hc,planning.css,.pw-help-report-label,#000044,#ffffff,11.0,800,False,4.5,19.38,PASS,assumed --surface,yes
hc,planning.css,.pw-help-report-label,#000044,#ffffff,11.0,800,False,4.5,19.38,PASS,assumed --background,yes
contrast-more,planning.css,.pw-help-report-label,#002f65,#ffffff,11.0,800,False,4.5,13.17,PASS,assumed --surface,yes
contrast-more,planning.css,.pw-help-report-label,#002f65,#ffffff,11.0,800,False,4.5,13.17,PASS,assumed --background,yes
